"Id","Date","After","Before","Ancient","Modern","Material","Object Type","Inscription Type","Execution Type","Language","Museum","Status","Trismegistos","EDR","PHI","EDCS"
"ISic000475","Imperial","0001","0300","Agrigentum","Agrigento","stone
                                    ","base","unknown","chiselled","Latin","Museo Regionale Archeologico Pietro Griffo","draft","491700","142397","","21900535"
"ISic000476","Roman","0001","0500","Agrigentum","Agrigento","stone
                                    ","unknown","unknown","chiselled","Latin","Museo Regionale Archeologico Pietro Griffo","draft","491701","142398","","21900536"
"ISic000477","570 CE","","","","Castronuovo di Sicilia","stone","","funerary","chiselled","Latin","","draft","491702","","","21900537"
"ISic000478","Republican","-0200","-0001","","Santo Stefano Quisquina","stone","","unknown","chiselled","Latin","","draft","491703","","","21900538"
"ISic000479","Christian","0200","0600","","Vicari","marble","urn","funerary","chiselled","Latin","Chiesa matrice","draft","491704","","","21900539"
"ISic000480","(?)","","","","Corleone","stone","","unknown","chiselled","Latin","","draft","491705","","","21900540"
"ISic000481","340/350 CE","0300","0350","Thermae Selinuntiae","Sciacca","stone","","building","chiselled","Latin","","draft","491706","","","21900541"
"ISic000482","119 CE (Trajan, tr.pot.III;
                                cos.III)","","","Mazara","Mazara del Vallo","stone","column capital
                                    ","honorific","chiselled","Latin","Cathedral","draft","491708","","","22000788"
"ISic000483","241—244 CE (to the wife
                                of Gordian III) ","0241","0244","Mazara","Mazara del Vallo","stone","","honorific","chiselled","Latin","","draft","491709","","","22000789"
"ISic000484","315—337 CE (governor in
                                reign of Constantine)","0300","0350","Mazara","Mazara del Vallo","stone","","honorific","chiselled","Latin","","draft","491710","","","22000790"
"ISic000485","Late 2nd century CE or 3rd century CE (colonia from c. 193 CE)","0150","0300","Mazara","Mazara del Vallo","stone
                                    ","","dedication","chiselled","Latin","","draft","491711","","","22000791"
"ISic000486","Late 2nd century CE (Sartori, cited by Barbieri) or early 3rd century CE
                                (Barbieri, Kokalos 7 (1961), 51, nn.112—3)","0150","0250","Mazara","Mazara del Vallo","stone
                                    ","","honorific","chiselled","Latin","","draft","491712","","","22000792"
"ISic000487","Imperial","0001","0300","Mazara","Mazara del Vallo","marble","","funerary","chiselled","Latin","","draft","491713","","","22000793"
"ISic000488","(?)","","","Mazara","Mazara del Vallo","stone","column capital
                                    ","unknown","chiselled","Latin","","draft","491714","","","22000794"
"ISic000489","4th or 5th century CE - vir cl. (?)","0301","0500","Mazara","Mazara del Vallo","stone","block","honorific","chiselled","Latin","","draft","491715","","","22000795"
"ISic000490","High imperial","0001","0300","Mazara","Mazara del Vallo","stone
                                    ","","honorific","chiselled","Latin","","draft","491716","","","22000796"
"ISic000491","Imperial - imp.ant. requires later 2nd century CE or earlier 3rd century CE","0250","0350","Mazara","Mazara del Vallo","stone
                                    ","","honorific","chiselled","Latin","","draft","491717","","","22000797"
"ISic000492","Severan in date","0175","0225","Mazara","Mazara del Vallo","limestone
                                    ","statue base
                                    ","honorific","chiselled","Latin","Palazzo Vescovile (courtyard)","draft","491718","","","22000798"
"ISic000493","Imperial","0001","0300","Mazara","Mazara del Vallo","stone","","honorific; funerary","chiselled","Latin","","draft","491719","","","22000799"
"ISic000494","Imperial","0001","0300","Mazara","Mazara del Vallo","marble","ash chest","funerary","chiselled","Latin","","draft","491720","","","22000800"
"ISic000495","Imperial","0001","0300","Mazara","Mazara del Vallo","marble","urn","funerary","chiselled","Latin","","draft","491721","","","22000801"
"ISic000496","Imperial","0001","0300","Mazara","Mazara del Vallo","stone","urn","funerary","chiselled","Latin","","draft","491722","","","22000802"
"ISic000497","Imperial","0001","0300","Mazara","Mazara del Vallo","stone","base","funerary; honorific","chiselled","Latin","","draft","491723","","","22000803"
"ISic000498","(?)","","","Mazara","Mazara del Vallo","stone","","unknown","chiselled","Latin","","draft","491724","","","22000804"
"ISic000499","(?)","","","Mazara","Mazara del Vallo","stone","","unknown","chiselled","Latin","","draft","491725","","","22000805"
"ISic000500","Imperial","0001","0300","Mazara","Mazara del Vallo","stone","","unknown","chiselled","Latin","","draft","491726","","","22000806"
"ISic000501","375 CE (fortasse - M)","","","Mazara","Mazara del Vallo","stone","","unknown","chiselled","Latin","","draft","491727","","","22000807"
"ISic000502","Post-193 CE b/c L not a colonia before this date","0200","0300","Lilybaeum","Marsala","stone
                                    ","","dedication","chiselled","Latin","","draft","491728","","","22000808"
"ISic000503","21 BCE — 193 CE, b/c ref. to
                                municipium","0001","0200","Lilybaeum","Marsala","stone
                                    ","","dedication","chiselled","Latin","","draft","491729","","","22000809"
"ISic000504","Imperial","0001","0300","Lilybaeum","Marsala","stone","","dedication","chiselled","Latin","Bishop's Palace","draft","491730","","","22000810"
"ISic000505","Imperial","0001","0300","Lilybaeum","Marsala","stone","mosaic","votive","mosaic","Latin","","draft","491731","","","22000811"
"ISic000506","18/19 CE","0001","0050","Lilybaeum","Marsala","stone","","honorific","chiselled","Latin","Bishop's Palace","draft","491732","","","22000812"
"ISic000507","84 CE","","","Lilybaeum","Marsala","stone","","building; honorific","chiselled","Latin","","draft","175854","094054","","22000813"
"ISic000508","213 CE","","","Lilybaeum","Marsala","stone","base","honorific","chiselled","Latin","Museo Civico di
                            Marsala","draft","491733","","","22000814"
"ISic000509","364—378 CE","0364","0378","Lilybaeum","Marsala","stone
                                    ","base","honorific","chiselled","Latin","Museo Civico di
                            Marsala","draft","491734","","","22000815"
"ISic000510","364—378 CE","0364","0378","Lilybaeum","Marsala","stone","base","honorific","chiselled","Latin","Museo Civico di
                            Marsala","draft","491735","","","22000816"
"ISic000511","Imperial","0001","0300","Lilybaeum","Marsala","stone","","honorific","chiselled","Latin","","draft","491736","","","22000817"
"ISic000512","500- CE; consequent upon
                                dowry of Theoderic's sister's marriage (cf. Wilson 1990, p.337, n.65)","0500","","Lilybaeum","Marsala","porphyry","","terminus","chiselled","Latin","","draft","491737","","","22000818"
"ISic000513","Late 2nd century CE (Sartori, cited
                                by Barbieri) early 3rd century CE (Barbieri, Kokalos 7 (1961), 51, nn.112—3) c. 200 CE (Manganaro)","0175 0225","0225 0250","Lilybaeum","Marsala","limestone","base","honorific","chiselled","Latin","Museo Civico di Marsala","draft","491738","","","22000819"
"ISic000514","4th or 5th century CE (?)","0301","0400","Lilybaeum","Marsala","stone","base","honorific","chiselled","Latin","Museo Civico di
                            Marsala","draft","491739","","","22000820"
"ISic000515","Imperial (?)","0001","0300","Lilybaeum","Marsala","stone
                                    ","","building","chiselled","Latin","","draft","491740","","","22000821"
"ISic000516","Post-193 CE, b/c ref. to col. Aug. Lil.","0200","0300","Lilybaeum","Marsala","stone
                                    ","","honorific","chiselled","Latin","","draft","491741","","","22000822"
"ISic000517","185—192 CE (so
                                Barbieri, Kokalos 7 (1961), 51)","0150","0200","Lilybaeum","Marsala","stone
                                    ","","honorific","chiselled","Latin","","draft","491742","","","22000823"
"ISic000518","Imperial","0001","0300","Lilybaeum","Marsala","stone","unknown","honorific; funerary","chiselled","Latin","","draft","491743","","","22000824"
"ISic000519","After 193 CE due to the reference to colonia Marino suggests late 3rd — early 4th century, but very late use of tribal if so","0193 0275","0325","Lilybaeum","Marsala","stone
                                    ","base","honorific","chiselled","Latin","Museo Civico di Marsala","draft","175714","080558","","22000825"
"ISic000521","Imperial","0001","0300","Lilybaeum","Marsala","stone","","unknown","chiselled","Latin","","draft","491744","","","22000827"
"ISic000522","Imperial","0001","0300","Lilybaeum","Marsala","stone","","funerary","chiselled","Latin","","draft","491745","","","22000828"
"ISic000523","Imperial","0001","0300","Lilybaeum","Marsala","stone","","funerary","chiselled","Latin","","draft","491746","","","22000829"
"ISic000524","Imperial","0001","0300","Lilybaeum","Marsala","stone","","funerary","chiselled","Latin","","draft","491747","","","22000830"
"ISic000525","Imperial","0001","0300","Lilybaeum","Marsala","stone","","funerary","chiselled","Latin","","draft","491748","","","22000831"
"ISic000526","Imperial","0001","0300","Lilybaeum","Marsala","stone","","funerary","chiselled","Latin","","draft","491749","","","22000832"
